NAME,PER (orbital period) ,ECC ( e or g =ecentricity),A (semi major axis),MASS,R (radius of the planet),I (inclenation idk)
,s,,au,kg,au,deg
Kepler-468 b,3324564.610848,0,0.220045,1.8987E+027,0.000568693966497,
Kepler-640 b,1922239.267488,0,0.155326,3.861082398E+025,0.000108959852404,
Kepler-503 b,627129.838944,0,0.073611,2.753152974E+026,0.000267142796027,
WASP-2 b,185952.27456,0,0.0312729,1.7252708433E+027,0.000514691934384,84.73
Kepler-392 b,461536.0992,,0.0598046,5.536286421E+024,4.26348433000441E-05,
Kepler-247 c,815568.6528,,0.087412,1.0409129088E+026,0.000174376384845,
Kepler-1076 b,531124.921152,0,0.0607115,2.461683537E+024,3.39304803540154E-05,
HD 164922 b,99792000,0.05,2.10091,6.795959949E+026,,
Kepler-271 b,450812.5632,,0.0588746,3.655073448E+024,3.79450296528028E-05,
Kepler-30 c,5211915.84,0.0111,0.300013,3.823696995E+027,0.000523939185016,89.68
Kepler-190 c,325125.2736,,0.0473476,2.046893535E+025,6.2246660944665E-05,
tau Gru b,113270400,0.07,2.51797,2.30635089E+027,,
WASP-34 b,373047.39648,0.038,0.0520747,1.1076142398E+027,0.000583030789182,85.2
Kepler-397 c,11707072.7328,,0.516293,1.911535212E+026,0.000263483560983,
HD 96063 b,31199040,0,1.11312,2.167688829E+027,,
Kepler-490 b,282415.26096,0,0.0442246,1.8987E+027,0.000496531958983,
HAT-P-53 b,169484.32224,0,0.0316042,2.82298716E+027,0.000643847591011,86.2
Kepler-1466 b,2693523.87072,0,0.194499,2.199511041E+025,6.59493843500582E-05,
Kepler-630 b,13951387.61568,0,0.584174,5.744402928E+025,0.000135721921416,
Kepler-423 b,231925.980672,0.0102,0.038671,1.8987E+027,0.000573472907392,
HAT-P-22 b,277535.808,0.016,0.0414094,4.084806219E+027,0.000516125616653,86.9
51 Eri b,,,,,0.000363199508015,
WASP-123 b,257268.19968,0,0.0426442,1.7059022046E+027,0.000643828475247,85.74
Kepler-1374 b,920399.074848,0,0.0897541,3.293655903E+025,9.74903942566077E-05,
Kepler-1041 b,2139060.27744,0,0.169505,4.897335897E+025,0.000125208251447,
WASP-28 b,294522.912,0,0.0446486,1.7221209E+027,0.000579685530555,88.61
Kepler-221 b,241566.2784,,0.0388408,2.399975787E+025,7.29056107167208E-05,
CoRoT-7 b,73750.316832,0,0.0171898,2.65818E+025,6.88114920520328E-05,80.1
Kepler-1418 b,1941964.632,0,0.142864,2.335552896E+025,7.07283252449899E-05,
HATS-12 b,271540.91808,0,0.0479738,4.517216157E+027,0.000663790111365,82.27
gamma Lib b,35873280,0.21,1.23874,1.93895244E+027,,
HD 5608 b,68480640,0.19,1.98519,2.798152164E+027,,
Kepler-584 b,3039641.02656,0,0.221415,1.1072857647E+026,0.000179688177649,
Kepler-733 b,1800078.963264,0,0.143067,4.560601452E+025,0.000120429310552,
Kepler-172 e,3034258.7904,,0.209877,4.378990797E+025,0.00011767233955,
Kepler-1200 b,96642.695808,0,0.0190745,6.929077806E+024,4.53999385018516E-05,
Kepler-178 b,827426.3616,,0.0882572,4.78377465E+025,0.000123641236728,
Kepler-1207 b,1182156.870816,0,0.114152,2.294028327E+025,6.92946429765104E-05,
Kepler-147 c,2887178.9472,,0.203039,3.581214018E+025,0.000103602659661,
Kepler-1096 b,249887.592864,0,0.0345893,1.1934107967E+025,5.30462439337424E-05,
Kepler-1491 b,1433045.62368,0,0.127283,2.303066139E+025,6.45157020815786E-05,
HATS-1 b,297774.0576,0.12,0.0444708,3.541208409E+027,0.00062221810452,85.6
Kepler-1559 b,83973.493152,0,0.018261,1.710424908E+024,3.05852217275632E-05,
Kepler-378 c,2497479.1776,,0.184331,1.570073004E+024,2.98443903100309E-05,
HD 80606 b,9628130.88,0.934,0.447343,7.386968298E+027,0.000491753018088,89.285
Kepler-471 b,433229.866848,0,0.0654845,1.8987E+027,0.000637988609473,
Kepler-158 b,1443673.4976,,0.127912,2.996927067E+025,9.03860207222022E-05,
Kepler-1511 b,2007787.32288,0,0.167934,2.363634669E+025,7.16841134239763E-05,
Kepler-45 b,212132.6496,0.11,0.0298817,9.711831513E+026,0.000458778325913,87
Kepler-68 b,466453.1232,0,0.0617749,4.97136621E+025,9.83988709207342E-05,87.6
TRAPPIST-1 g,1067426.4672,0,0.0466967,6.8581044E+024,5.02964413427987E-05,89.721
Kepler-1195 b,734090.896224,0,0.0737068,2.938959756E+025,8.88883006457306E-05,
Kepler-665 b,1383532.01712,0,0.114939,3.967770351E+025,0.000110871428762,
Kepler-950 b,8529238.70784,0,0.420795,5.795250114E+026,0.000382793165684,
Kepler-308 b,837641.7792,,0.0889821,2.996927067E+025,9.03860207222022E-05,
WASP-78 b,187935.254784,0,0.0361391,1.6784451039E+027,0.000812419952138,83.2
Kepler-108 c,16443949.8816,,0.647542,4.253296857E+026,0.000348753247584,
HD 86264 b,127440000,0.7,2.84117,1.2583406406E+028,,
Kepler-942 b,3884904.709632,0,0.230681,3.013198926E+025,9.07998770037033E-05,
Kepler-266 c,9307319.1264,,0.443078,9.143778447E+025,0.0001658497985,
HD 176986 c,1453170.24,0.111,0.118715,5.342068398E+025,,
Kepler-1094 b,6747841.99584,0,0.373544,5.744402928E+025,0.000135721921416,
Kepler-1194 b,1401728.809248,0,0.122862,2.303066139E+025,6.45157020815786E-05,
8 UMi b,8069760,0.06,0.490206,2.887789791E+027,,
Kepler-1291 b,745669.390464,0,0.0776941,2.335552896E+025,7.07283252449899E-05,
Kepler-239 c,4858107.6672,,0.287238,3.75619821E+025,0.000107013389778,
Kepler-524 b,688970.713248,0,0.0803909,2.66463558E+025,8.12419952138398E-05,
HD 82943 c,18947520,0.425,0.742283,3.017717832E+027,,
Kepler-205 c,1754485.5744,,0.145668,2.312103951E+025,6.99211621278359E-05,
Kepler-319 b,376937.712,,0.0522529,2.299781388E+025,6.9494880600008E-05,
Kepler-162 c,1680165.072,,0.141525,5.199798807E+025,0.000129183852378,
Kepler-126 c,1889545.6224,,0.153051,2.239060962E+025,6.7362995066779E-05,
HD 216536 b,12839040,0.38,0.608531,2.811177246E+027,,
K2-27 b,585041.616,0.251,0.0667693,1.834296096E+026,,
Kepler-728 b,496236.436128,0,0.0617018,6.366929697E+025,0.000142412438669,
Kepler-384 c,3918090.4416,,0.248874,8.544225948E+024,4.8177458949986E-05,
Kepler-669 b,356447.249568,0,0.0527424,1.4668843551E+026,0.000205972352572,
Kepler-1046 b,1242006.94224,0,0.117226,2.406355419E+025,7.31177956924558E-05,
iota Hor b,26161920,0.14,0.92376,3.886316121E+027,,
Kepler-716 b,896113.543392,0,0.0874713,4.793306124E+025,0.000123774569179,
HD 37124 d,160876800,0.16,2.80658,1.303742355E+027,,
Kepler-853 b,619395.088032,0,0.0794128,2.377798971E+025,7.21620075134694E-05,
Kepler-690 b,669435.353568,0,0.0793434,2.254592328E+026,0.000253761761521,
Kepler-1500 b,1298852.1072,0,0.119208,1.0515247431E+025,5.11346675757697E-05,
HD 113996 b,52721280,0.28,1.61027,1.1940316716E+028,,
WASP-120 b,312013.77984,0.057,0.0515037,9.182435979E+027,0.00071972761454,82.54
Kepler-1316 b,7600885.65504,0,0.392209,7.272628584E+025,0.00015101453228,
Kepler-921 b,4432374.7776,0,0.263744,4.691896557E+025,0.00012234088691,
HD 192263 b,2104323.84,0.055,0.152945,1.2139946034E+027,,
K2-3 c,2129362.56,,0.139869,2.464531587E+025,7.50293720504285E-05,89.55
HD 204313 b,165896640,0.23,3.07131,6.647120856E+027,,
BD +03 2562 b,41636160,0.2,1.2589,1.2237387318E+028,,
Kepler-1079 b,1144370.754432,0,0.112404,2.294028327E+025,6.92946429765104E-05,
Kepler-771 b,754691.762304,0,0.0838281,2.539378341E+025,7.74188424978944E-05,
Kepler-212 c,2747967.0336,,0.196459,4.324593042E+025,0.0001168192986,
Kepler-53 c,3331437.44832,,0.221868,5.684043255E+025,0.000135031842351,
K2-10 b,1667900.16,0.31,0.136979,1.6453963317E+026,0.000166348242035,
Kepler-707 b,193319.3736,0,0.0310798,1.5129088431E+025,5.68693966496878E-05,
Kepler-1211 b,951969.746304,0,0.0955953,3.834975273E+025,0.000108481958315,
Kepler-321 b,424688.7456,,0.0565776,2.477955396E+025,7.54637777777778E-05,
Kepler-1442 b,7034367.81024,0,0.405305,9.412767276E+025,0.000167740825412,
Kepler-402 d,770782.9536,,0.0841819,1.6964732604E+025,5.88359308279522E-05,
Kepler-339 d,912241.008,,0.0941898,9.648130128E+024,4.98825850612976E-05,
Kepler-407 b,57828.46176,0,0.0149747,0,4.5619291888929E-05,
Kepler-756 b,105828.450048,0,0.0209702,8.305122657E+024,4.77894089493175E-05,
TrES-3 b,112854.816,0,0.0227178,3.626517E+027,0.000638466503563,81.85
Kepler-188 b,178147.9008,,0.0317043,2.361944826E+025,7.16267661332371E-05,
HIP 14810 b,576621.4176,0.142483,0.0692271,7.356342267E+027,,
Kepler-695 b,262684.548288,0,0.0387537,1.0293934959E+027,0.000392828941563,
Kepler-10 c,3913475.04,,0.239656,1.027519479E+026,0.000100191929545,89.65
HD 90156 b,4300128,0.31,0.249855,1.0733256165E+026,,
Kepler-786 b,4624935.72768,0,0.259117,3.586207599E+025,0.00010370301742,
Kepler-259 c,3190314.0384,,0.217013,4.218322803E+025,0.000115114172489,
Kepler-444 b,311049.09792,0.16,0.0419153,2.544409896E+023,1.75387130843995E-05,88
Kepler-550 b,743048.995104,0,0.078424,1.2192559011E+026,0.00018829027126,
Kepler-304 d,834059.8944,,0.0887283,4.351687491E+025,0.000117246058022,
Kepler-150 e,2663414.5248,,0.192408,5.512059009E+025,0.000133020864022,
Kepler-218 c,3862043.3664,,0.246495,5.58426657E+025,0.000133873427078,
Pr 211 b,185336.64,0,0.0320419,3.501088878E+027,,
Kepler-203 b,273257.0208,,0.0421675,3.894822297E+025,0.000109571556839,
GJ 3138 b,105410.214432,0.21239,0.0196594,1.0952669937E+025,,
Kepler-981 b,386187.068736,0,0.0527478,3.336547536E+025,9.84461824355941E-05,
Kepler-6 b,279480.0672,0,0.0456089,1.2709442112E+027,0.000632253880399,86.8
K2-19 b,684236.16,,0.0758978,4.329643584E+026,0.000308369285445,89.47
Kepler-501 b,487354.542048,0,0.0626287,1.156365261E+026,0.000183511330365,
Kepler-244 d,1732354.6464,,0.14444,3.338370288E+025,9.84863255391115E-05,
WASP-156 b,331445.0016,0,0.0452895,2.478221214E+026,0.000247577334109,89.1
24 Sex c,78624000,0.412,2.24032,2.880631692E+027,,
HIP 65407 b,2430000,0.14,0.176696,8.177112303E+026,,
Kepler-358 b,2942824.3488,,0.20564,4.271049702E+025,0.000115966735545,
Kepler-373 c,1445121.9072,,0.127997,1.1796129438E+025,5.28670336501825E-05,
HATS-13 b,263005.91136,,0.0405861,1.0298510826E+027,0.000579207636466,88.55
Kepler-466 c,320476.07664,0,0.0475122,1.2307107582E+025,5.35241380232356E-05,
Kepler-1074 b,513705.485376,0,0.054174,1.2307107582E+025,5.35241380232356E-05,
Kepler-807 b,10189245.986784,0,0.476837,1.0716813423E+027,0.000444441503229,
HD 60532 c,52185600,0.02,1.57999,4.676725944E+027,,
HIP 65407 c,5814720,0.12,0.316151,1.4924845272E+027,,
Kepler-299 b,252903.8592,,0.0400468,1.4603167518E+025,5.62782416609848E-05,
Kepler-939 b,1285484.7744,0,0.11345,2.449854636E+025,7.45514779609353E-05,
Kepler-1389 b,8575467.41664,0,0.391079,2.479303473E+025,7.55072661399217E-05,
Kepler-140 c,7892923.5648,,0.396968,2.517942018E+025,7.67426223612615E-05,
Kepler-23 d,1319699.4336,,0.12048,3.134715726E+025,9.3796750838915E-05,
Kepler-1048 b,597975.282144,0,0.0645763,2.280319713E+025,6.88167488870172E-05,
Kepler-89 c,900603.1872,0.43,0.101317,5.615519172E+025,0.000188146903033,88.36
WASP-95 b,188755.7472,0,0.0341288,2.145531E+027,0.000578251848287,88.4
Kepler-831 b,485701.005024,0,0.0616673,1.2687550101E+025,5.40020321127288E-05,
HD 68988 b,542342.304,0.1249,0.0692771,3.417508104E+027,,
K2-136 c,1495336.6368,0.13,0.118441,4.95142986E+025,0.000125939907298,89.6
Kepler-84 b,753926.4,,0.08295,3.272504385E+025,9.70125001671145E-05,
GJ 628 c,1544140.054368,0.114217,0.0889562,2.053538985E+025,,
Kepler-637 b,2004985.114272,0,0.187767,1.4182282689E+026,0.000202627093945,
HAT-P-26 b,365862.1824,0.124,0.0478684,1.1135666643E+026,0.000270010160564,88.6
Kepler-1252 b,1300668.44256,0,0.121659,2.349565302E+025,7.12062193344831E-05,
Kepler-292 f,1800078.0768,,0.148181,3.416805585E+025,0.000100191929545,
Kepler-847 b,202455.23616,0,0.0324471,9.848955627E+024,5.01788793967834E-05,
Kepler-1355 b,111420.412704,0,0.0222195,2.033811492E+025,6.21262316341128E-05,
Kepler-20 e,526909.7952,0,0.063351,3.334136187E+024,3.69740922311796E-05,87.5
Kepler-450 b,2458499.1264,0,0.2014,,,
Kepler-296 d,1715060.9088,,0.143477,3.281105496E+025,9.72074809556278E-05,
HD 149143 b,351820.8,0.016,0.0530508,2.521682457E+027,,
Kepler-688 b,336608.942976,0,0.0481308,1.3215255792E+027,0.000416245751949,
Kepler-62 d,1569374.784,0.0948683,0.119499,0,8.30637274829877E-05,89.7
Kepler-713 b,640322.5824,0,0.0738933,3.68309826E+025,0.000105614593778,
HD 79498 b,169871040,0.59,3.13296,2.556257784E+027,,
GJ 273 d,36580219.65216,0.717815,0.730436,8.509688595E+025,,
Kepler-89 e,4693274.784,0.019,0.304548,7.766138688E+025,0.000285685086699,89.76
HATS-22 b,408050.99136,0.079,0.0503097,5.202703818E+027,0.000467191651359,87.96
Kepler-722 b,353684.7288,0,0.0505771,4.050287853E+025,0.000112305111031,
Kepler-556 b,1012860.440064,0,0.100994,3.210094116E+025,9.5578817898635E-05,
Kepler-883 b,1121900.175072,0,0.110239,2.494170294E+025,7.59851602294148E-05,
Kepler-1181 b,422787.616416,0,0.0594394,2.226187776E+025,6.69051725290445E-05,
Kepler-1336 c,499151.126304,0,0.061725,2.406355419E+025,7.31177956924558E-05,
Kepler-897 b,695283.62688,0,0.079369,3.492639663E+025,0.000101791441062,
Kepler-298 d,6693721.8912,,0.355666,3.733717602E+025,0.00010658710825,
Kepler-269 b,460228.4352,,0.0596916,3.66733905E+025,0.000105308263667,
Kepler-248 b,545028.912,,0.0668155,5.166324726E+025,0.000128757092956,
HD 181433 c,83116800,0.28,1.75604,1.2159578592E+027,,
Kepler-1375 b,285156.21888,0,0.0493278,2.435253633E+025,7.40735838714421E-05,
Kepler-454 b,913248,0,0.0951314,4.098514833E+025,0.000100357758794,87.09
70 Vir b,10081877.76,0.4007,0.483601,1.4167036128E+028,,
HD 102365 b,10549440,0.34,0.463328,9.679078938E+025,,
BD -08 2823 b,483840,0.15,0.0558236,8.72281767E+025,,
Kepler-1276 b,1086221.6208,0,0.110538,1.017855096E+025,5.06567734862766E-05,
Kepler-797 b,2339053.382304,0,0.174066,3.089963367E+025,9.2711453361676E-05,
HD 47366 b,31389120,0.089,1.21472,3.315415005E+027,,
Kepler-160 b,372334.4928,,0.0518266,2.191422579E+025,6.56578689554673E-05,
Kepler-1066 b,166886.770176,0,0.03015,3.447051876E+025,0.000100835652883,
Kepler-1318 b,18425462.0832,0,0.629,5.45819289E+025,0.00013237666279,
CoRoT-11 b,258710.112,0,0.0440549,4.458394431E+027,0.000683388547975,83.17
Kepler-369 c,1284903.8208,,0.118353,1.8230975634E+025,6.01152533055255E-05,
Kepler-142 d,3612307.7952,,0.235751,3.064786605E+025,9.20911468335138E-05,
Kepler-1415 b,54987.040512,0,0.0139284,1.3470934734E+025,5.49578202917151E-05,
Kepler-398 b,352634.9472,,0.0499821,4.273195233E+024,3.96503947111592E-05,
Kepler-443 b,15350627.52,0,0.558942,3.377312625E+025,9.93398443829463E-05,89.94
HD 175607 b,2508192,0.16,0.164916,4.985131785E+025,,
Kepler-746 b,300809.592864,0,0.0435651,8.016767088E+024,4.73115148598243E-05,
Kepler-1348 b,2382244.49088,0,0.180967,2.713527105E+025,8.26756774823193E-05,
Kepler-299 d,1300733.5104,,0.119323,2.600155728E+025,7.93007894223185E-05,
GJ 436 b,228428.64,0.16,0.0287188,1.3803150273E+026,0.000180022703512,86.36
KELT-18 b,248119.35552,0.058,0.0457595,1.8987E+027,0.000796764141767,88.8
Kepler-1231 b,900050.558976,0,0.0936589,1.8821205516E+025,6.06925493656332E-05,
Kepler-142 c,411411.0528,,0.0553921,4.663681875E+025,0.000121935632722,
Kepler-401 d,15919753.392,0,0,3.272504385E+025,9.70125001671145E-05,
Kepler-815 b,740883.068928,0,0.0883216,1.053379773E+026,0.000175387130844,
Kepler-578 b,139698.75168,0,0.0257374,2.797506606E+025,8.50651479297852E-05,
Kepler-181 c,371705.6736,,0.0517683,2.78957004E+025,8.48434050722603E-05,
XO-2S b,1568764.8,0.18,0.134393,4.917633E+026,,
Kepler-364 b,2224430.0352,,0.170638,2.20325148E+025,6.60841504832952E-05,
Kepler-173 c,691699.1328,,0.0783205,3.581214018E+025,0.000103602659661,
Kepler-609 b,563432.601888,0,0.070302,6.414055431E+025,0.000142890332758,
Kepler-1606 b,16972003.3536,0,0.638509,2.92077021E+025,8.84104065562374E-05,
Kepler-290 b,1260519.5808,,0.11685,3.225169794E+025,9.5928636372144E-05,
Kepler-926 b,4498749.51264,0,0.273799,3.336547536E+025,9.84461824355941E-05,
Kepler-544 b,1850357.024064,0,0.158582,2.994420783E+025,9.03219829142101E-05,
HATS-36 b,360740.62368,0.105,0.0542977,6.118389867E+027,0.000602328152515,87.61
WASP-37 b,309093.3216,0,0.0446312,3.405546294E+027,0.000554357143812,88.82
Kepler-223 c,850883.0112,,0.0899174,2.804854575E+025,8.52696866000882E-05,
HD 6718 b,215654400,0.1,3.55427,2.96026317E+027,,
Kepler-224 e,1610805.0528,,0.137602,2.759342736E+025,8.39908420166045E-05,
Kepler-322 c,374737.0176,,0.0520493,2.349375432E+025,7.12000067113197E-05,
HD 33636 b,183833280,0.4805,3.26519,1.7600018637E+028,,
Kepler-477 b,960759.924192,0,0.093078,2.92077021E+025,8.84104065562374E-05,
Kepler-1327 b,1286324.148672,0,0.119224,2.524207728E+025,7.69409484084012E-05,
V830 Tau b,425692.8,,0.056677,1.3201205412E+027,,55
Kepler-163 c,1844403.4368,,0.150603,3.243682119E+025,9.63549178999719E-05,
Kepler-1128 b,5323779.36288,0,0.29908,7.830770436E+025,0.000155793473175,
HAT-P-40 b,385105.7952,0,0.060845,1.17757374E+027,0.000826756774823,88.3
HD 240237 b,64428480,0.4,1.91887,1.0100115663E+028,,
Kepler-494 b,693370.213344,0,0.0809789,4.152475887E+026,0.000304418535007,
Kepler-169 f,7524592.848,,0.38452,3.918556047E+025,0.000109997838367,
Kepler-283 b,951104.2464,,0.0968462,3.013692588E+025,9.08123022500301E-05,
rho CrB b,3442599.36,0.057,0.225692,2.020387683E+027,,
Kepler-214 b,1353071.0016,,0.122502,3.990915504E+025,0.000111277160844,
Kepler-700 b,6987346.32096,0,0.363536,2.28090831E+026,0.000255195443789,
Kepler-1549 b,18566197.488,0,0.672832,3.88739838E+025,0.000109437746494,
Kepler-730 b,560881.520064,0,0.0681049,1.0293934959E+027,0.000392828941563,
Kepler-1515 b,18516506.37696,0,0.764923,7.290324468E+026,0.000407165764248,
Kepler-1424 b,2558232.66816,0,0.188549,9.210764583E+024,4.9223091217797E-05,
Kepler-314 b,212636.3616,,0.0356743,2.854904307E+024,3.53869103811548E-05,
Kepler-188 c,518102.1792,,0.0645963,5.769408807E+025,0.000136005312611,
Kepler-731 b,333124.14672,0,0.0485975,1.8987E+027,0.000591632882793,
Kepler-1338 b,80794.200384,0,0.018961,4.098268002E+024,3.91873153384403E-05,
Kepler-233 b,732013.8048,,0.0813349,3.581214018E+025,0.000103602659661,
Kepler-1530 c,459884.78784,0,0.0580264,2.321635425E+025,7.02504311554967E-05,
Kepler-118 b,649598.0544,,0.0751093,2.74438098E+025,8.35640825946871E-05,
Kepler-1440 b,3443859.4176,0,0.226831,1.2307107582E+025,5.35241380232356E-05,
Kepler-65 c,506299.1616,,0.0685234,4.067717919E+025,0.000112603316943,
Kepler-1513 b,13900433.835168,0,0.576981,4.742610834E+026,0.000360810037567,
Kepler-110 b,1096512.0768,,0.106481,2.55868812E+025,7.80219448388347E-05,
HD 11977 b,61430400,0.4,2.063,1.4050607844E+028,,
Kepler-1192 b,2177580.55968,0,0.159985,3.447051876E+025,0.000100835652883,
Kepler-1382 b,1413357.5952,0,0.139726,2.632661472E+025,8.02862070348534E-05,
HD 73534 b,152928000,0.074,3.0184,2.028343236E+027,,
Kepler-689 b,1932470.852256,0,0.150552,4.759224459E+025,0.000123296675089,
Kepler-1643 b,461604.534048,0,0.058171,3.315016278E+025,9.79682883461009E-05,
Kepler-195 b,717800.1408,,0.0802786,2.851315764E+025,8.6548531183572E-05,
Kepler-498 b,830628.307584,0,0.0878909,5.18781801E+025,0.000129031404163,
Kepler-50 c,810098.21952,,0.0932375,4.455147654E+025,0.000118845091646,
Kepler-863 b,1347375.059136,0,0.120507,4.793306124E+025,0.000123774569179,
Kepler-1464 b,2745670.18464,0,0.19765,2.335552896E+025,7.07283252449899E-05,
HD 164604 b,52392960,0.24,1.30299,5.10465495E+027,,
Kepler-1356 b,54777.854016,0,0.0135188,2.359381581E+025,6.49935961710718E-05,
Kepler-359 b,2208662.3808,,0.169831,7.215097974E+025,0.000150501274028,
TRAPPIST-1 b,130539.718368,0,0.0115051,6.07584E+024,4.9087369296381E-05,89.56
HATS-24 b,116510.00256,0,0.0254851,4.660378137E+027,0.000728415729087,86.6
HD 215152 d,938735.136,0,0.087995,1.6739812602E+025,,
Kepler-1201 b,1312179.205248,0,0.125745,3.293655903E+025,9.74903942566077E-05,
HIP 63242 b,10765440,0.23,0.563801,,,
Kepler-1594 b,234665.690976,0,0.0388448,6.929077806E+024,4.53999385018516E-05,
Kepler-642 b,381668.41872,0,0.0589428,4.793306124E+025,0.000123774569179,
Kepler-359 d,6661067.7024,,0.354508,9.888334665E+025,0.000170965654728,
WASP-142 b,177367.7952,0,0.034771,1.5889878534E+027,0.000746446673084,80.2
Kepler-115 b,207677.8656,,0.0351175,7.526237943E+024,4.64719983128117E-05,
OGLE-05-071L b,311040000,,3.54863,7.21506E+027,,
OGLE235-MOA53 b,,,,4.93662E+027,,
HD 37124 c,76507200,0.125,1.70993,1.2305645583E+027,,
HD 217107 c,368928000,0.517222,5.33414,4.965973902E+027,,
Kepler-1323 b,80343.937152,0,0.0197027,2.359381581E+025,6.49935961710718E-05,
HD 74156 b,4461523.2,0.63,0.291535,3.367192554E+027,,
Kepler-928 b,339764.65632,0,0.0439026,2.253130329E+025,6.78609607080309E-05,
Kepler-180 b,1193799.5136,,0.11269,2.237712885E+025,6.39522649500662E-05,
HD 103774 b,508731.84,0.09,0.070273,6.988241298E+026,,
Kepler-43 b,261281.808,0,0.0449294,6.135516141E+027,0.000573472907392,84.35
Kepler-76 b,133481.93472,0,0.0278077,3.816387E+027,0.000649935961711,77.55
Kepler-310 b,1203612.3072,,0.113307,1.0233632247E+025,5.07356260110429E-05,
Kepler-222 c,871673.184,,0.0913762,1.3498693728E+026,0.000197825692028,
Kepler-1154 c,730778.381568,0,0.0877495,3.447051876E+025,0.000100835652883,
Kepler-538 b,7062146.523936,0,0.363618,3.25152375E+025,9.65346060776214E-05,
KELT-6 b,677868.48,0.22,0.0794132,8.18757414E+026,0.000570127648765,88.81
WASP-13 b,376100.3664,0,0.0537034,8.997616521E+026,0.000672396983917,85.43
Kepler-683 b,219385.426752,0,0.035933,2.763519876E+025,8.41093597507988E-05,
Kepler-84 c,1113091.2,,0.107552,1.822752E+026,0.000102747229241,
Kepler-918 b,419374.310112,0,0.0580906,2.435253633E+025,7.40735838714421E-05,
Kepler-569 b,2953921.410144,0,0.202661,5.66097405E+025,0.000134766133237,
HD 13931 b,364435200,0.02,5.14931,3.571891401E+027,,
Kepler-58 d,3464758.4544,,0.229287,4.907493942E+025,0.000125346362839,
HAT-P-18 b,475893.1872,0.084,0.0559503,3.744331335E+026,0.000475504619046,88.8
Kepler-672 b,3315812.74272,0,0.218893,3.7328442E+025,0.000106570381957,
Kepler-357 b,559477.4976,,0.0679912,2.572415721E+025,7.84482263666627E-05,
Kepler-1518 b,441657.709056,0,0.0670648,5.263481205E+025,0.000129987192342,
Kepler-971 b,828637.098624,0,0.084658,3.013198926E+025,9.07998770037033E-05,
K2-18 c,774316.8,0,0.0600137,4.538519571E+025,,
Kepler-406 c,399454.848,0,0.0555527,1.6281466422E+025,3.62396168050375E-05,
HD 155358 c,33860160,0.16,1.00082,1.5323097597E+027,,
WASP-43 b,70284.24,0,0.0142363,3.372262083E+027,0.000444441503229,82.6
Kepler-1570 b,2293829.712,0,0.169395,6.929077806E+024,4.53999385018516E-05,
Kepler-159 c,3766676.4288,,0.242421,6.666031908E+025,0.000145384939906,
Kepler-39 b,1821951.36,0.121,0.155007,3.451931535E+028,0.000583030789182,88.83
Kepler-920 c,8711488.33632,0,0.407808,8.618977767E+025,0.000162006096338,
14 And b,16056576,0,0.823151,8.893188021E+027,,
Kepler-1130 b,471137.6232,0,0.0585387,2.461683537E+024,3.39304803540154E-05,
Kepler-520 b,1699847.531136,0,0.147232,2.335552896E+025,7.07283252449899E-05,
Kepler-1191 b,483852.831264,0,0.0584627,2.303066139E+025,6.45157020815786E-05,
Kepler-1012 b,475943.419296,0,0.0600079,1.3470934734E+025,5.49578202917151E-05,
Kepler-1145 b,343074.325824,0,0.0453661,1.7850381219E+025,5.97367611866469E-05,
Kepler-891 b,4618032.992352,0,0.283142,2.10926583E+026,0.00027335541919,
Kepler-727 b,445347.453888,0,0.0561729,3.809114979E+025,0.000108004064225,
Kepler-215 b,808762.0608,,0.086925,2.287534773E+025,6.90685990721801E-05,
Kepler-294 b,319784.7168,,0.0468277,2.477955396E+025,7.54637777777778E-05,
WASP-88 b,428025.6,0,0.0643804,1.0700028915E+027,0.000812419952138,88
GJ 3138 c,516134.132352,0.121224,0.056688,2.479911057E+025,,
GJ 3998 c,1187136,0.049,0.08911,3.759179169E+025,,
Kepler-29 b,893168.64,0,0.0928723,7.540136427E+025,0.000153348567013,
Kepler-792 b,976423.003488,0,0.10143,2.746735368E+025,8.36314656613056E-05,
Kepler-975 b,170237.588544,0,0.0285538,2.139037446E+025,6.30820198130991E-05,
Kepler-24 b,703780.704,0,0.0800144,3.513943077E+025,0.000102232537307,
Kepler-542 b,1135725.897024,0,0.1064,2.226187776E+025,6.69051725290445E-05,
Kepler-306 b,401430.4704,,0.0544926,2.337033882E+025,6.4804828005722E-05,
Kepler-656 b,108886.385376,0,0.0217143,5.498103564E+025,0.000132854556879,
Kepler-83 b,844128,,0.0778725,4.560601452E+025,0.000120429310552,
Kepler-770 b,1635154.796736,0,0.136148,3.315016278E+025,9.79682883461009E-05,
Kepler-489 b,1492671.984768,0,0.122418,3.56613834E+026,0.000329269027661,
81 Cet b,82313280,0.206,2.28088,8.185219752E+027,,
Kepler-1204 b,7407506.4624,0,0.384289,5.263481205E+025,0.000129987192342,
Kepler-1218 b,1980471.73824,0,0.161019,1.931870289E+025,6.11704434551264E-05,
Kepler-1043 b,3326861.35872,0,0.217045,3.834975273E+025,0.000108481958315,
Kepler-1396 b,1574263.47744,0,0.1432,2.92077021E+025,8.84104065562374E-05,
CoRoT-3 b,367787.52,0,0.0573788,4.149589863E+028,0.000482673030388,85.9
Kepler-377 b,1080823.3056,,0.105463,1.7380756761E+025,5.92626902498696E-05,
Kepler-648 b,1505189.51136,0,0.133676,5.872071516E+025,0.000137155603685,
